r2;adj_r2;std_err;max_err;f_statistics
0.28086287662317744;0.27959343774696066;0.038314063069337705;0.14730167624137436;3.5604562966260564
0.2769516889507908;0.2756753459480561;0.03852244264853698;0.14714875126457183;3.610738056602959
0.2711362903386102;0.26984968184847535;0.03883227444828356;0.15703154882284148;3.6881821294491326
0.2934065177903701;0.2909075134324227;0.03771233588902393;0.14923605730979117;3.408240706729773
0.293597651802352;0.2910993234267635;0.03770213467681188;0.1492286130566548;3.4060218978350023
0.2958978187407505;0.29340762534991316;0.03757937007401587;0.14908625820681298;3.379544947648972
0.29380414483460837;0.29130654676152123;0.037691113722349005;0.14922084882934727;3.4036280595374473
0.2929674041271715;0.290466846758921;0.03773577228120268;0.14924961097005518;3.413349159129277
0.29256107254738806;0.29005907810900566;0.03775745902670052;0.14930208657928035;3.4180889925158633
0.2975583349728923;0.2950740143185082;0.03749074493456528;0.14833309128281258;3.3606815054183725
0.2948552610113587;0.29236138041369775;0.03763501350728329;0.1492270456213004;3.3914945473010465
0.29268719043880154;0.29018564204070707;0.03775072785750301;0.14929477768103283;3.416616371361801
0.29281305665463697;0.2903119534067312;0.037744010120744645;0.1492875748713992;3.4151472196201373
0.2947390836899061;0.29224479220870336;0.03764121412797909;0.14923417661123384;3.392831326398991
0.2929668817307609;0.2904663225149545;0.03773580016256502;0.14927979526261848;3.4133550106109185
0.29360542090591957;0.2911071200072668;0.03770172002390228;0.14924733185529127;3.4059314243854955
0.29314056992541704;0.29064062499146626;0.037726530069220325;0.14927188885491438;3.4113328745120683
0.2933310924672312;0.29083182135305696;0.037716361492418776;0.1492639316887715;3.4091168319205973
0.2960867335012014;0.2935972082439112;0.03756928730778621;0.14905979821779758;3.3773885823869896
0.29353697628861375;0.2910384333223488;0.03770537305278328;0.14925589450424975;3.406725705055067
0.2927482444126468;0.290246911943726;0.037747469282343495;0.1492830911871318;3.4159042457826017
0.29400072631370444;0.29150382348899606;0.03768062176770197;0.14919176373215948;3.401352622053016
0.2959890043699397;0.29349913347469636;0.037574503310929576;0.14911765621912532;3.3785035525153404
0.2936485505965635;0.2911504022343939;0.03769941810431018;0.14921124292847054;3.405432455522932
0.2937296068775761;0.2912317451866038;0.03769509196520413;0.14920704378599148;3.404489974814279
0.29597148746748314;0.2934815546203301;0.03757543822375542;0.1491187362960521;3.3787041222207383
0.2938799315944498;0.29138260155588014;0.03768706882833988;0.14919948568683516;3.4027522396561176
0.294376741698981;0.29188116872532566;0.03766055305936257;0.14917404473949258;3.397008068736231
0.2940571959371324;0.29156049282815677;0.037677607868678194;0.14919088991908513;3.4006986209393766
0.2942521588128696;0.29175614522776927;0.037667202302195044;0.1491816370926543;3.3984471285090114
0.2956049643114532;0.2931137351843496;0.03759500031245185;0.14910425939975458;3.3828932990558367
0.29446174162026184;0.2919664692652495;0.03765601644012875;0.14917187807941223;3.3960258922284137
0.2932188619800732;0.29071919394109913;0.0377223514625151;0.14922631490454175;3.4104239409327604
0.2952071448704071;0.29271450877799476;0.03761623274773699;0.1491615440862296;3.38745123943479
0.29396848122192953;0.2914714643562246;0.03768234275404335;0.14919372178850054;3.4017246157309966
0.29395349291782025;0.29145642304308217;0.037683142710416014;0.14919458736223767;3.4018985609289394
0.2951331443541938;0.2926402465446596;0.03762018230627901;0.14916402304948967;3.3883018904222544
0.2939700166316024;0.29147300519617036;0.037682260806096234;0.14919376127587036;3.401706952277788
0.29419164456229363;0.2916954169568553;0.03767043207122243;0.14918363805891854;3.399144933263967
0.2940191609174049;0.29152232329023386;0.037679637875288254;0.14919151072066483;3.4011381564846483
0.2940988808638133;0.291602325181634;0.037675383059086714;0.14918817036999688;3.400215970736383
0.29595569712138015;0.2934657084286175;0.037576280986745786;0.14909289913221635;3.3788842815317683
0.29420668551731743;0.2917105111071223;0.03766962930476302;0.14918399378022823;3.3989704134754066
0.293819796674488;0.2913222539571564;0.03769027835171839;0.1492018564118387;3.403446997833245
0.2961507305348011;0.29366143161538394;0.03756587165552253;0.14910528600565265;3.3766590761364683
0.2963417146456019;0.2938530911783892;0.03755567844384237;0.14909054959445023;3.3744825276130905
0.29611424190231417;0.2936248139337989;0.03756781912829029;0.1491082538022389;3.377075415396564
0.2965768108579091;0.29408901885386984;0.037543130879297844;0.14907292378720982;3.3718076078820483
0.298925804756064;0.2964463204227522;0.03741776028203241;0.14887690632578388;3.345313200833243
0.29685530649082936;0.2943684994403991;0.037528266999122394;0.14905259225304246;3.368644133856112
0.2971898270487505;0.2947042030949;0.03751041295438559;0.1490287577115329;3.3648529108918908
0.2956860139414763;0.2931950714620474;0.037590674528322696;0.1491107236530994;3.3819670450854824
0.29761069825001585;0.2951265627884775;0.03748795019962241;0.1489993979958789;3.360094337483637
0.2905446662261999;0.2886644842462339;0.03783162903015972;0.1487964251050541;3.441811709120495
0.2966343641886001;0.2941467757330337;0.03754005914060622;0.14906026909609937;3.3711535209818075
0.29380375300715456;0.2913061535482939;0.0376911346349797;0.1492028926309611;3.4036396547746155
0.2961562193781203;0.29366693987105796;0.03756557870475507;0.14910490241666552;3.3765954028604726
0.2939770544555189;0.2914800679107108;0.037681885183073735;0.14919387288210217;3.4016150314111746
0.29445562375045664;0.2919603297584158;0.037656342963323236;0.14916871189146674;3.3960980733449873
0.2941644695386252;0.29166814582346556;0.03767188245768393;0.14918449219233942;3.3994559422835664
0.2943648330880604;0.2918692179973019;0.037661188646225904;0.1491745907331815;3.3971452204928716
0.29557230277349233;0.29308095813254975;0.0375967435253759;0.14910533321531771;3.3832668144150913
0.29457757111625726;0.2920827084146349;0.03764983438358731;0.149164262339739;3.3946918851954555
0.2930050130870574;0.2905045887301593;0.03773376501427571;0.14923030828790262;3.4129105789113954
0.29035814473108823;0.2884774684362059;0.03784157526873641;0.14876695949060503;3.4440224444883283
0.2963790013696662;0.29389050977415665;0.03755368837529869;0.1490879756403315;3.3740586617005617
0.294123954329256;0.29162748732423127;0.037674044837075774;0.1491854165275771;3.3999255286814565
0.29454320606848006;0.2920482218282271;0.037651668516306115;0.14916277750716767;3.395087200786358
0.29430956070488545;0.29181375013266575;0.03766413864609451;0.1491756664155074;3.397786147424931
0.2945085680707126;0.29201346132648875;0.037653517216922824;0.14916545566338002;3.3954858254320173
0.29554091783642156;0.2930494621965857;0.03759841860350565;0.14910625352210982;3.3836265565460324
0.29472014491723997;0.29222578645540886;0.03764222492891922;0.1491547571422468;3.393049530666302
0.29209496833439963;0.2895913254284205;0.03778233595959344;0.14921335176853134;3.423544842307297
0.2966616611730958;0.2941741692585885;0.03753860224484653;0.1490669386839888;3.3708433927550936
0.30022323676558293;0.29774834105122594;0.037348513688385473;0.14874822279563837;3.330852837189732
0.290177751061484;0.28829659669150565;0.03785119474167991;0.14873648835390196;3.446163628157364
0.2970119870164346;0.2945257340969525;0.037519904639777654;0.14904121744176557;3.3668673688390456
0.2974624986142964;0.2949778390161153;0.037495859916569424;0.14900827939478656;3.3617683150422417
0.29567449826642445;0.29318351505958595;0.03759128914339696;0.14911012232304477;3.382097622131068
0.2980933096393811;0.29561088102625777;0.037462192245044774;0.1489616333242897;3.354654044543945
0.2967251894087515;0.2942379221741228;0.037535211613285664;0.1490523453506727;3.370121541205084
0.2946222818147387;0.29212757724113925;0.03764744808238099;0.14915763470007282;3.394176304992708
0.29447717996703404;0.29198196221271755;0.03765519246406089;0.14916579500717753;3.3958508050611558
0.29467517016009936;0.29218065263635085;0.037644625323474956;0.1491551561755503;3.3935662891912712
0.29551206804392305;0.29302051037122245;0.03759995837579683;0.1491069310323342;3.383956537479852
0.2948857594754932;0.29239198674154265;0.03763338574202293;0.14914400716630138;3.39114287826376
0.29002102458652357;0.2881394548636963;0.03785955216402582;0.14870921640074886;3.4480258867767843
0.29792149248228716;0.2954384562045942;0.03747136247729707;0.1487297605517216;3.356567481474401
0.2946606271054184;0.2921660581473474;0.03764540151597714;0.14915524770886324;3.393734493517575
0.29458147155420533;0.2920866226472353;0.03764962620925551;0.14915963447398417;3.3946457330804125
0.29542691372947183;0.29293505489208715;0.037604503235309165;0.14910824474302242;3.3849318167181406
0.29407096220639484;0.2915743077844899;0.03767687313479876;0.14918108217276782;3.400538419524945
0.2948493755612145;0.29235547414852203;0.03763532762576624;0.14913738387961561;3.3915624706622416
0.2948576841357783;0.2923638121079649;0.03763488418018884;0.14914412021597656;3.3914676602581477
0.2954893930206103;0.29299775515330917;0.03760116858805747;0.1491073396721766;3.3842161736585896
0.2950672888542667;0.2925741581340342;0.03762369714868263;0.14913247228450743;3.3890573013705207
0.29538723621057406;0.2928952370459784;0.03760662090545132;0.14908217889528086;3.3853867643636333
0.29000267847067784;0.28812106012740224;0.03786053046867134;0.1487050197499501;3.4482440901640516
0.2954747935362858;0.29298310403508787;0.037601947792324855;0.149107537142808;3.384382772743429
0.29526231133365166;0.2927698703480942;0.03761328840103118;0.14912030732095272;3.386818826429815
0.29514930713599075;0.2926564664892568;0.03761931966563574;0.149110994224933;3.3881161078436914
0.2954696560178034;0.2929779483467788;0.037602221992168935;0.14910757986953288;3.38444196979728
0.2954924167896499;0.2930007896164921;0.037601007203334084;0.14910824664275646;3.384181471657456
